,genome,contig,contig length,no. of annotations on contig
72,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_73_length_232_cov_136.084746,232,0
73,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_74_length_174_cov_771.663866,174,0
74,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_75_length_162_cov_128.719626,162,0
75,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_76_length_162_cov_121.037383,162,0
76,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_77_length_161_cov_154.283019,161,0
77,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_78_length_155_cov_251.380000,155,0
78,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_79_length_149_cov_117.659574,149,0
79,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_80_length_128_cov_113.904110,128,0
80,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_81_length_123_cov_509.985294,123,0
81,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_82_length_122_cov_171.746269,122,0
82,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_83_length_117_cov_388.032258,117,0
83,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_84_length_111_cov_480.892857,111,0
84,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_85_length_111_cov_252.535714,111,0
85,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_86_length_111_cov_122.250000,111,0
86,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_87_length_110_cov_120.054545,110,0
87,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_88_length_109_cov_247.388889,109,0
88,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_89_length_109_cov_123.740741,109,0
89,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_90_length_107_cov_128.250000,107,0
90,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_91_length_102_cov_346.851064,102,0
91,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_92_length_98_cov_258.813953,98,0
92,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_93_length_88_cov_110.030303,88,0
93,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_94_length_79_cov_529.666667,79,1
94,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_95_length_75_cov_130.900000,75,0
95,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_96_length_75_cov_121.200000,75,0
96,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_97_length_65_cov_260.200000,65,0
97,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_98_length_65_cov_228.000000,65,0
98,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_99_length_63_cov_379.500000,63,0
99,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_100_length_63_cov_236.750000,63,0
100,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_101_length_61_cov_248.500000,61,0
101,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_20,NODE_102_length_56_cov_641.000000,56,0
102,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_1_length_259954_cov_126.829861,259954,231
103,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_2_length_226955_cov_126.326620,226955,214
104,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_3_length_210208_cov_128.753418,210208,183
105,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_4_length_206389_cov_126.899454,206389,195
106,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_5_length_171419_cov_126.762535,171419,147
107,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_6_length_168701_cov_127.302059,168701,153
108,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_7_length_165309_cov_127.131380,165309,154
109,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_8_length_146794_cov_127.517633,146794,143
110,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_9_length_145879_cov_127.364570,145879,120
111,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_10_length_136130_cov_125.904678,136130,119
112,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_11_length_120734_cov_126.452365,120734,127
113,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_12_length_111923_cov_130.285587,111923,92
114,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_13_length_101629_cov_129.378207,101629,93
115,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_14_length_101360_cov_125.906520,101360,90
116,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_15_length_98903_cov_125.899189,98903,95
117,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_16_length_96234_cov_126.197881,96234,84
118,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_17_length_92612_cov_125.912702,92612,78
119,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_18_length_92393_cov_127.150231,92393,83
120,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_19_length_91291_cov_127.558420,91291,89
121,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_20_length_78827_cov_126.218568,78827,62
122,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_21_length_62190_cov_127.306639,62190,70
123,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_22_length_61523_cov_126.136233,61523,62
124,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_23_length_52761_cov_126.183338,52761,43
125,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_24_length_44623_cov_126.981713,44623,38
126,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_25_length_41514_cov_126.558069,41514,34
127,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_26_length_38686_cov_126.626259,38686,40
128,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_27_length_32439_cov_125.991477,32439,30
129,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_28_length_32438_cov_125.719019,32438,31
130,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_29_length_29946_cov_126.691880,29946,30
131,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_30_length_26800_cov_126.238250,26800,26
132,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_31_length_26378_cov_127.650990,26378,28
133,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_32_length_22746_cov_127.962055,22746,20
134,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_33_length_21964_cov_124.640011,21964,19
135,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_34_length_19856_cov_126.703045,19856,25
136,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_35_length_18372_cov_127.319703,18372,15
137,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_36_length_12809_cov_124.489729,12809,12
138,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_37_length_11130_cov_126.978059,11130,18
139,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_38_length_10991_cov_140.880121,10991,17
140,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_39_length_9225_cov_125.151799,9225,8
141,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_40_length_7317_cov_127.442440,7317,6
142,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_41_length_6262_cov_126.150959,6262,9
143,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_42_length_6239_cov_134.196636,6239,7
144,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_43_length_2995_cov_835.752721,2995,2
145,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_44_length_1750_cov_252.237758,1750,2
146,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_45_length_1750_cov_126.824779,1750,0
147,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_46_length_1255_cov_619.927500,1255,2
148,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_47_length_1190_cov_255.041410,1190,1
149,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_48_length_1095_cov_372.235577,1095,0
150,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_49_length_1094_cov_882.488932,1094,1
151,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_50_length_991_cov_248.667735,991,1
152,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_51_length_954_cov_124.256952,954,0
153,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_52_length_883_cov_132.617150,883,1
154,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_53_length_706_cov_888.533026,706,1
155,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_54_length_621_cov_331.012367,621,1
156,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_55_length_599_cov_126.854779,599,0
157,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_56_length_531_cov_248.279412,531,0
158,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_57_length_525_cov_758.591489,525,0
159,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_58_length_413_cov_388.407821,413,0
160,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_59_length_396_cov_521.542522,396,0
161,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_60_length_388_cov_398.732733,388,2
162,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_61_length_388_cov_249.426426,388,0
163,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_62_length_383_cov_131.362805,383,0
164,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_63_length_376_cov_129.012461,376,0
165,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_64_length_364_cov_629.796117,364,1
166,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_65_length_360_cov_754.901639,360,1
167,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_66_length_356_cov_500.774086,356,0
168,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_67_length_354_cov_126.732441,354,1
169,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_68_length_335_cov_507.060714,335,0
170,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_69_length_308_cov_176.932806,308,0
171,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_70_length_287_cov_275.879310,287,0
172,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_71_length_245_cov_131.347368,245,0
173,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_72_length_245_cov_114.936842,245,0
174,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_73_length_232_cov_126.146893,232,1
175,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_74_length_232_cov_124.197740,232,0
176,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_75_length_175_cov_248.233333,175,0
177,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_76_length_174_cov_757.731092,174,0
178,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_77_length_162_cov_128.149533,162,0
179,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_78_length_162_cov_124.906542,162,0
180,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_79_length_155_cov_269.660000,155,0
181,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_80_length_128_cov_116.205479,128,0
182,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_81_length_125_cov_513.714286,125,0
183,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_82_length_125_cov_123.457143,125,0
184,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_83_length_123_cov_492.529412,123,0
185,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_84_length_122_cov_252.686567,122,0
186,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_85_length_122_cov_179.552239,122,0
187,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_86_length_121_cov_143.621212,121,0
188,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_87_length_115_cov_257.666667,115,0
189,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_88_length_111_cov_264.660714,111,0
190,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_89_length_111_cov_121.678571,111,0
191,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_90_length_110_cov_119.745455,110,0
192,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_91_length_109_cov_133.500000,109,0
193,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_92_length_107_cov_131.807692,107,0
194,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_93_length_105_cov_372.520000,105,0
195,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_94_length_102_cov_365.468085,102,0
196,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_95_length_97_cov_368.142857,97,0
197,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_96_length_88_cov_130.848485,88,0
198,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_97_length_82_cov_254.555556,82,0
199,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_98_length_75_cov_644.950000,75,0
200,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_99_length_75_cov_495.850000,75,0
201,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_100_length_75_cov_128.900000,75,0
202,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_101_length_65_cov_262.600000,65,0
203,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_102_length_65_cov_253.000000,65,0
204,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_103_length_64_cov_480.555556,64,0
205,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_104_length_61_cov_379.666667,61,0
206,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_105_length_61_cov_122.500000,61,0
207,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_106_length_58_cov_362.000000,58,0
208,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_83,NODE_107_length_57_cov_629.500000,57,0
209,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_1_length_290083_cov_126.049833,290083,257
210,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_2_length_226127_cov_125.440554,226127,216
211,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_3_length_204400_cov_126.314737,204400,197
212,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_4_length_204027_cov_127.711804,204027,177
213,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_5_length_172842_cov_125.621847,172842,147
214,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_6_length_167423_cov_126.642530,167423,153
215,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_7_length_166809_cov_127.126450,166809,156
216,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_8_length_155385_cov_125.603264,155385,127
217,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_9_length_146027_cov_126.800332,146027,143
218,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_10_length_140798_cov_125.116553,140798,123
219,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_11_length_117436_cov_125.361055,117436,125
220,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_12_length_105048_cov_125.622356,105048,98
221,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_13_length_99752_cov_125.819002,99752,89
222,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_14_length_98769_cov_125.777944,98769,85
223,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_15_length_95909_cov_126.180118,95909,81
224,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_16_length_95590_cov_125.263652,95590,85
225,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_17_length_91474_cov_126.524114,91474,89
226,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_18_length_90219_cov_129.023557,90219,73
227,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_19_length_80534_cov_125.198002,80534,62
228,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_20_length_75204_cov_125.100733,75204,70
229,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_21_length_63383_cov_125.440911,63383,62
230,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_22_length_61826_cov_126.307636,61826,69
231,pan_sim_gr_1e-11_lr_1e-12_mu_1e-14_iso_33,NODE_23_length_52761_cov_126.152867,52761,43
