,genome,contig,contig length,no. of annotations on contig
196,17870_7_11.velvet,ERS725493_SC_contig000197,375,0
197,17870_7_11.velvet,ERS725493_SC_contig000198,375,0
198,17870_7_11.velvet,ERS725493_SC_contig000199,375,0
199,17870_7_11.velvet,ERS725493_SC_contig000200,375,0
200,17870_7_11.velvet,ERS725493_SC_contig000201,373,0
201,17870_7_11.velvet,ERS725493_SC_contig000202,373,0
202,17870_7_11.velvet,ERS725493_SC_contig000203,373,0
203,17870_7_11.velvet,ERS725493_SC_contig000206,372,1
204,17870_7_11.velvet,ERS725493_SC_contig000204,372,0
205,17870_7_11.velvet,ERS725493_SC_contig000205,372,0
206,17870_7_11.velvet,ERS725493_SC_contig000207,372,0
207,17870_7_11.velvet,ERS725493_SC_contig000208,372,0
208,17870_7_11.velvet,ERS725493_SC_contig000209,371,0
209,17870_7_11.velvet,ERS725493_SC_contig000210,371,0
210,17870_7_11.velvet,ERS725493_SC_contig000211,371,0
211,17870_7_11.velvet,ERS725493_SC_contig000212,371,0
212,17870_7_11.velvet,ERS725493_SC_contig000213,371,0
213,17870_7_11.velvet,ERS725493_SC_contig000215,370,1
214,17870_7_11.velvet,ERS725493_SC_contig000214,370,0
215,17870_7_11.velvet,ERS725493_SC_contig000216,370,0
216,17870_7_11.velvet,ERS725493_SC_contig000217,369,1
217,17870_7_11.velvet,ERS725493_SC_contig000218,369,0
218,17870_7_11.velvet,ERS725493_SC_contig000219,369,0
219,17870_7_11.velvet,ERS725493_SC_contig000220,369,0
220,17870_7_11.velvet,ERS725493_SC_contig000221,368,0
221,17870_7_11.velvet,ERS725493_SC_contig000222,368,0
222,17870_7_11.velvet,ERS725493_SC_contig000223,368,0
223,17870_7_11.velvet,ERS725493_SC_contig000226,367,1
224,17870_7_11.velvet,ERS725493_SC_contig000224,367,0
225,17870_7_11.velvet,ERS725493_SC_contig000225,367,0
226,17870_7_11.velvet,ERS725493_SC_contig000227,367,0
227,17870_7_11.velvet,ERS725493_SC_contig000228,366,0
228,17870_7_11.velvet,ERS725493_SC_contig000229,366,0
229,17870_7_11.velvet,ERS725493_SC_contig000230,366,0
230,17870_7_11.velvet,ERS725493_SC_contig000231,366,0
231,17870_7_11.velvet,ERS725493_SC_contig000232,365,0
232,17870_7_11.velvet,ERS725493_SC_contig000233,364,0
233,17870_7_11.velvet,ERS725493_SC_contig000234,364,0
234,17870_7_11.velvet,ERS725493_SC_contig000235,364,0
235,17870_7_11.velvet,ERS725493_SC_contig000236,364,0
236,17870_7_11.velvet,ERS725493_SC_contig000237,363,0
237,17870_7_11.velvet,ERS725493_SC_contig000238,363,0
238,17870_7_11.velvet,ERS725493_SC_contig000239,363,0
239,17870_7_11.velvet,ERS725493_SC_contig000240,363,0
240,17870_7_11.velvet,ERS725493_SC_contig000241,363,0
241,17870_7_11.velvet,ERS725493_SC_contig000242,363,0
242,17870_7_11.velvet,ERS725493_SC_contig000243,363,0
243,17870_7_11.velvet,ERS725493_SC_contig000244,363,0
244,17870_7_11.velvet,ERS725493_SC_contig000247,362,1
245,17870_7_11.velvet,ERS725493_SC_contig000245,362,0
246,17870_7_11.velvet,ERS725493_SC_contig000246,362,0
247,17870_7_11.velvet,ERS725493_SC_contig000248,362,0
248,17870_7_11.velvet,ERS725493_SC_contig000249,362,0
249,17870_7_11.velvet,ERS725493_SC_contig000250,362,0
250,17870_7_11.velvet,ERS725493_SC_contig000251,362,0
251,17870_7_11.velvet,ERS725493_SC_contig000252,362,0
252,17870_7_11.velvet,ERS725493_SC_contig000253,361,0
253,17870_7_11.velvet,ERS725493_SC_contig000254,361,0
254,17870_7_11.velvet,ERS725493_SC_contig000255,361,0
255,17870_7_11.velvet,ERS725493_SC_contig000256,361,0
256,17870_7_11.velvet,ERS725493_SC_contig000257,361,0
257,17870_7_11.velvet,ERS725493_SC_contig000258,360,0
258,17870_7_11.velvet,ERS725493_SC_contig000259,360,0
259,17870_7_11.velvet,ERS725493_SC_contig000260,360,0
260,17870_7_11.velvet,ERS725493_SC_contig000261,359,0
261,17870_7_11.velvet,ERS725493_SC_contig000262,359,0
262,17870_7_11.velvet,ERS725493_SC_contig000263,359,0
263,17870_7_11.velvet,ERS725493_SC_contig000264,359,0
264,17870_7_11.velvet,ERS725493_SC_contig000266,358,1
265,17870_7_11.velvet,ERS725493_SC_contig000265,358,0
266,17870_7_11.velvet,ERS725493_SC_contig000267,357,0
267,17870_7_11.velvet,ERS725493_SC_contig000268,357,0
268,17870_7_11.velvet,ERS725493_SC_contig000269,357,0
269,17870_7_11.velvet,ERS725493_SC_contig000270,356,0
270,17870_7_11.velvet,ERS725493_SC_contig000271,356,0
271,17870_7_11.velvet,ERS725493_SC_contig000272,356,0
272,17870_7_11.velvet,ERS725493_SC_contig000273,356,0
273,17870_7_11.velvet,ERS725493_SC_contig000274,356,0
274,17870_7_11.velvet,ERS725493_SC_contig000275,355,0
275,17870_7_11.velvet,ERS725493_SC_contig000276,355,0
276,17870_7_11.velvet,ERS725493_SC_contig000277,355,0
277,17870_7_11.velvet,ERS725493_SC_contig000280,354,1
278,17870_7_11.velvet,ERS725493_SC_contig000278,354,0
279,17870_7_11.velvet,ERS725493_SC_contig000279,354,0
280,17870_7_11.velvet,ERS725493_SC_contig000281,353,0
281,17870_7_11.velvet,ERS725493_SC_contig000282,353,0
282,17870_7_11.velvet,ERS725493_SC_contig000283,353,0
283,17870_7_11.velvet,ERS725493_SC_contig000284,353,0
284,17870_7_11.velvet,ERS725493_SC_contig000285,353,0
285,17870_7_11.velvet,ERS725493_SC_contig000286,352,0
286,17870_7_11.velvet,ERS725493_SC_contig000287,352,0
287,17870_7_11.velvet,ERS725493_SC_contig000288,352,0
288,17870_7_11.velvet,ERS725493_SC_contig000289,352,0
289,17870_7_11.velvet,ERS725493_SC_contig000290,352,0
290,17870_7_11.velvet,ERS725493_SC_contig000291,352,0
291,17870_7_11.velvet,ERS725493_SC_contig000292,352,0
292,17870_7_11.velvet,ERS725493_SC_contig000293,351,0
293,17870_7_11.velvet,ERS725493_SC_contig000294,351,0
294,17870_7_11.velvet,ERS725493_SC_contig000295,351,0
295,17870_7_11.velvet,ERS725493_SC_contig000296,351,0
296,17870_7_11.velvet,ERS725493_SC_contig000297,351,0
297,17870_7_11.velvet,ERS725493_SC_contig000298,350,1
298,17870_7_11.velvet,ERS725493_SC_contig000299,350,0
299,17870_7_11.velvet,ERS725493_SC_contig000300,349,0
300,17870_7_11.velvet,ERS725493_SC_contig000301,349,0
301,17870_7_11.velvet,ERS725493_SC_contig000302,349,0
302,17870_7_11.velvet,ERS725493_SC_contig000303,349,0
303,17870_7_11.velvet,ERS725493_SC_contig000304,349,0
304,17870_7_11.velvet,ERS725493_SC_contig000305,349,0
305,17870_7_11.velvet,ERS725493_SC_contig000306,348,0
306,17870_7_11.velvet,ERS725493_SC_contig000307,348,0
307,17870_7_11.velvet,ERS725493_SC_contig000308,348,0
308,17870_7_11.velvet,ERS725493_SC_contig000309,348,0
309,17870_7_11.velvet,ERS725493_SC_contig000310,347,1
310,17870_7_11.velvet,ERS725493_SC_contig000311,347,0
311,17870_7_11.velvet,ERS725493_SC_contig000312,347,0
312,17870_7_11.velvet,ERS725493_SC_contig000313,347,0
313,17870_7_11.velvet,ERS725493_SC_contig000317,346,1
314,17870_7_11.velvet,ERS725493_SC_contig000314,346,0
315,17870_7_11.velvet,ERS725493_SC_contig000315,346,0
316,17870_7_11.velvet,ERS725493_SC_contig000316,346,0
317,17870_7_11.velvet,ERS725493_SC_contig000319,345,1
318,17870_7_11.velvet,ERS725493_SC_contig000318,345,0
319,17870_7_11.velvet,ERS725493_SC_contig000320,345,0
320,17870_7_11.velvet,ERS725493_SC_contig000321,345,0
321,17870_7_11.velvet,ERS725493_SC_contig000322,345,0
322,17870_7_11.velvet,ERS725493_SC_contig000323,345,0
323,17870_7_11.velvet,ERS725493_SC_contig000324,345,0
324,17870_7_11.velvet,ERS725493_SC_contig000325,345,0
325,17870_7_11.velvet,ERS725493_SC_contig000326,345,0
326,17870_7_11.velvet,ERS725493_SC_contig000334,344,1
327,17870_7_11.velvet,ERS725493_SC_contig000327,344,0
328,17870_7_11.velvet,ERS725493_SC_contig000328,344,0
329,17870_7_11.velvet,ERS725493_SC_contig000329,344,0
330,17870_7_11.velvet,ERS725493_SC_contig000330,344,0
331,17870_7_11.velvet,ERS725493_SC_contig000331,344,0
332,17870_7_11.velvet,ERS725493_SC_contig000332,344,0
333,17870_7_11.velvet,ERS725493_SC_contig000333,344,0
334,17870_7_11.velvet,ERS725493_SC_contig000335,344,0
335,17870_7_11.velvet,ERS725493_SC_contig000337,343,1
336,17870_7_11.velvet,ERS725493_SC_contig000339,343,1
337,17870_7_11.velvet,ERS725493_SC_contig000336,343,0
338,17870_7_11.velvet,ERS725493_SC_contig000338,343,0
339,17870_7_11.velvet,ERS725493_SC_contig000340,343,0
340,17870_7_11.velvet,ERS725493_SC_contig000341,343,0
341,17870_7_11.velvet,ERS725493_SC_contig000342,343,0
342,17870_7_11.velvet,ERS725493_SC_contig000343,343,0
343,17870_7_11.velvet,ERS725493_SC_contig000344,342,0
344,17870_7_11.velvet,ERS725493_SC_contig000345,342,0
345,17870_7_11.velvet,ERS725493_SC_contig000346,342,0
346,17870_7_11.velvet,ERS725493_SC_contig000347,342,0
347,17870_7_11.velvet,ERS725493_SC_contig000348,342,0
348,17870_7_11.velvet,ERS725493_SC_contig000349,342,0
349,17870_7_11.velvet,ERS725493_SC_contig000350,342,0
350,17870_7_11.velvet,ERS725493_SC_contig000352,341,1
351,17870_7_11.velvet,ERS725493_SC_contig000351,341,0
352,17870_7_11.velvet,ERS725493_SC_contig000353,341,0
353,17870_7_11.velvet,ERS725493_SC_contig000354,341,0
354,17870_7_11.velvet,ERS725493_SC_contig000355,340,1
355,17870_7_11.velvet,ERS725493_SC_contig000356,340,0
356,17870_7_11.velvet,ERS725493_SC_contig000357,340,0
357,17870_7_11.velvet,ERS725493_SC_contig000358,340,0
358,17870_7_11.velvet,ERS725493_SC_contig000359,340,0
359,17870_7_11.velvet,ERS725493_SC_contig000360,340,0
360,17870_7_11.velvet,ERS725493_SC_contig000361,340,0
361,17870_7_11.velvet,ERS725493_SC_contig000362,340,0
362,17870_7_11.velvet,ERS725493_SC_contig000363,339,0
363,17870_7_11.velvet,ERS725493_SC_contig000364,339,0
364,17870_7_11.velvet,ERS725493_SC_contig000365,339,0
365,17870_7_11.velvet,ERS725493_SC_contig000366,339,0
366,17870_7_11.velvet,ERS725493_SC_contig000367,338,0
367,17870_7_11.velvet,ERS725493_SC_contig000368,338,0
368,17870_7_11.velvet,ERS725493_SC_contig000369,338,0
369,17870_7_11.velvet,ERS725493_SC_contig000370,338,0
370,17870_7_11.velvet,ERS725493_SC_contig000371,338,0
371,17870_7_11.velvet,ERS725493_SC_contig000372,338,0
372,17870_7_11.velvet,ERS725493_SC_contig000373,338,0
373,17870_7_11.velvet,ERS725493_SC_contig000374,338,0
374,17870_7_11.velvet,ERS725493_SC_contig000378,337,1
375,17870_7_11.velvet,ERS725493_SC_contig000382,337,1
376,17870_7_11.velvet,ERS725493_SC_contig000385,337,1
377,17870_7_11.velvet,ERS725493_SC_contig000375,337,0
378,17870_7_11.velvet,ERS725493_SC_contig000376,337,0
379,17870_7_11.velvet,ERS725493_SC_contig000377,337,0
380,17870_7_11.velvet,ERS725493_SC_contig000379,337,0
381,17870_7_11.velvet,ERS725493_SC_contig000380,337,0
382,17870_7_11.velvet,ERS725493_SC_contig000381,337,0
383,17870_7_11.velvet,ERS725493_SC_contig000383,337,0
384,17870_7_11.velvet,ERS725493_SC_contig000384,337,0
385,17870_7_11.velvet,ERS725493_SC_contig000386,337,0
386,17870_7_11.velvet,ERS725493_SC_contig000388,336,1
387,17870_7_11.velvet,ERS725493_SC_contig000387,336,0
388,17870_7_11.velvet,ERS725493_SC_contig000389,336,0
389,17870_7_11.velvet,ERS725493_SC_contig000390,336,0
390,17870_7_11.velvet,ERS725493_SC_contig000391,335,0
391,17870_7_11.velvet,ERS725493_SC_contig000392,335,0
392,17870_7_11.velvet,ERS725493_SC_contig000393,335,0
393,17870_7_11.velvet,ERS725493_SC_contig000394,335,0
394,17870_7_11.velvet,ERS725493_SC_contig000395,335,0
395,17870_7_11.velvet,ERS725493_SC_contig000396,335,0
396,17870_7_11.velvet,ERS725493_SC_contig000397,335,0
397,17870_7_11.velvet,ERS725493_SC_contig000398,335,0
398,17870_7_11.velvet,ERS725493_SC_contig000399,335,0
399,17870_7_11.velvet,ERS725493_SC_contig000400,334,0
400,17870_7_11.velvet,ERS725493_SC_contig000401,334,0
401,17870_7_11.velvet,ERS725493_SC_contig000406,333,1
402,17870_7_11.velvet,ERS725493_SC_contig000407,333,1
403,17870_7_11.velvet,ERS725493_SC_contig000402,333,0
404,17870_7_11.velvet,ERS725493_SC_contig000403,333,0
405,17870_7_11.velvet,ERS725493_SC_contig000404,333,0
406,17870_7_11.velvet,ERS725493_SC_contig000405,333,0
407,17870_7_11.velvet,ERS725493_SC_contig000408,333,0
408,17870_7_11.velvet,ERS725493_SC_contig000411,332,1
409,17870_7_11.velvet,ERS725493_SC_contig000409,332,0
410,17870_7_11.velvet,ERS725493_SC_contig000410,332,0
411,17870_7_11.velvet,ERS725493_SC_contig000412,332,0
412,17870_7_11.velvet,ERS725493_SC_contig000413,332,0
413,17870_7_11.velvet,ERS725493_SC_contig000414,332,0
414,17870_7_11.velvet,ERS725493_SC_contig000415,332,0
415,17870_7_11.velvet,ERS725493_SC_contig000417,331,1
416,17870_7_11.velvet,ERS725493_SC_contig000416,331,0
417,17870_7_11.velvet,ERS725493_SC_contig000418,331,0
418,17870_7_11.velvet,ERS725493_SC_contig000419,331,0
419,17870_7_11.velvet,ERS725493_SC_contig000420,331,0
420,17870_7_11.velvet,ERS725493_SC_contig000421,331,0
421,17870_7_11.velvet,ERS725493_SC_contig000422,331,0
422,17870_7_11.velvet,ERS725493_SC_contig000423,331,0
423,17870_7_11.velvet,ERS725493_SC_contig000424,331,0
424,17870_7_11.velvet,ERS725493_SC_contig000434,330,1
425,17870_7_11.velvet,ERS725493_SC_contig000425,330,0
426,17870_7_11.velvet,ERS725493_SC_contig000426,330,0
427,17870_7_11.velvet,ERS725493_SC_contig000427,330,0
428,17870_7_11.velvet,ERS725493_SC_contig000428,330,0
429,17870_7_11.velvet,ERS725493_SC_contig000429,330,0
430,17870_7_11.velvet,ERS725493_SC_contig000430,330,0
431,17870_7_11.velvet,ERS725493_SC_contig000431,330,0
432,17870_7_11.velvet,ERS725493_SC_contig000432,330,0
433,17870_7_11.velvet,ERS725493_SC_contig000433,330,0
434,17870_7_11.velvet,ERS725493_SC_contig000435,329,0
435,17870_7_11.velvet,ERS725493_SC_contig000436,329,0
436,17870_7_11.velvet,ERS725493_SC_contig000437,329,0
437,17870_7_11.velvet,ERS725493_SC_contig000438,329,0
438,17870_7_11.velvet,ERS725493_SC_contig000439,329,0
439,17870_7_11.velvet,ERS725493_SC_contig000440,329,0
440,17870_7_11.velvet,ERS725493_SC_contig000441,328,0
441,17870_7_11.velvet,ERS725493_SC_contig000442,328,0
442,17870_7_11.velvet,ERS725493_SC_contig000443,328,0
443,17870_7_11.velvet,ERS725493_SC_contig000444,328,0
444,17870_7_11.velvet,ERS725493_SC_contig000445,328,0
445,17870_7_11.velvet,ERS725493_SC_contig000446,328,0
446,17870_7_11.velvet,ERS725493_SC_contig000447,328,0
447,17870_7_11.velvet,ERS725493_SC_contig000448,327,0
448,17870_7_11.velvet,ERS725493_SC_contig000449,327,0
