,genome,contig,contig length,no. of annotations on contig
33,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_34_length_27428_cov_9.813316,27428,25
34,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_35_length_27387_cov_9.719041,27387,18
35,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_36_length_27371_cov_9.803437,27371,23
36,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_37_length_27087_cov_9.797371,27087,24
37,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_38_length_27024_cov_9.704346,27024,27
38,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_39_length_26438_cov_9.744585,26438,27
39,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_40_length_26186_cov_9.723390,26186,25
40,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_41_length_25500_cov_9.592967,25500,22
41,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_42_length_25362_cov_9.797667,25362,19
42,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_43_length_24807_cov_9.912212,24807,16
43,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_44_length_24584_cov_9.931571,24584,22
44,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_45_length_24378_cov_9.727295,24378,29
45,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_46_length_24345_cov_9.740110,24345,29
46,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_47_length_23461_cov_9.750513,23461,18
47,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_48_length_23227_cov_9.769633,23227,18
48,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_49_length_23108_cov_9.753897,23108,18
49,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_50_length_22384_cov_9.742502,22384,20
50,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_51_length_22372_cov_9.779054,22372,19
51,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_52_length_22136_cov_9.723061,22136,24
52,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_53_length_22044_cov_9.763964,22044,20
53,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_54_length_21921_cov_9.743362,21921,19
54,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_55_length_21850_cov_9.709503,21850,20
55,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_56_length_20511_cov_9.710483,20511,21
56,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_57_length_20405_cov_9.765053,20405,16
57,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_58_length_20182_cov_9.729371,20182,20
58,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_59_length_19946_cov_9.918869,19946,21
59,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_60_length_19819_cov_9.950613,19819,21
60,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_61_length_19547_cov_9.722085,19547,20
61,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_62_length_19143_cov_9.714308,19143,16
62,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_63_length_18923_cov_9.751778,18923,17
63,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_64_length_18778_cov_9.757286,18778,15
64,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_65_length_18048_cov_9.740081,18048,15
65,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_66_length_17778_cov_9.574487,17778,16
66,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_67_length_17133_cov_9.753811,17133,12
67,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_68_length_17042_cov_9.718361,17042,18
68,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_69_length_16973_cov_9.424716,16973,15
69,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_70_length_16933_cov_9.783519,16933,15
70,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_71_length_16421_cov_9.730176,16421,13
71,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_72_length_16306_cov_9.702569,16306,15
72,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_73_length_16250_cov_9.741112,16250,15
73,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_74_length_16167_cov_11.475637,16167,17
74,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_75_length_15808_cov_9.761363,15808,15
75,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_76_length_15543_cov_9.786629,15543,14
76,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_77_length_15424_cov_9.795074,15424,15
77,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_78_length_15203_cov_9.741835,15203,16
78,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_79_length_15072_cov_9.801467,15072,12
79,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_80_length_15050_cov_9.735791,15050,15
80,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_81_length_15004_cov_9.972600,15004,13
81,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_82_length_14994_cov_9.731581,14994,13
82,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_83_length_14960_cov_9.676745,14960,17
83,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_84_length_14799_cov_9.405380,14799,15
84,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_85_length_14410_cov_9.775692,14410,11
85,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_86_length_14386_cov_9.781606,14386,17
86,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_87_length_14148_cov_9.954943,14148,14
87,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_88_length_13650_cov_9.786562,13650,12
88,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_89_length_13547_cov_9.750186,13547,14
89,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_90_length_13453_cov_9.646980,13453,10
90,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_91_length_13444_cov_9.809082,13444,15
91,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_92_length_13392_cov_9.753511,13392,12
92,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_93_length_13277_cov_9.992803,13277,12
93,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_94_length_13154_cov_9.425327,13154,10
94,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_95_length_13010_cov_9.811258,13010,10
95,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_96_length_12999_cov_9.862405,12999,10
96,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_97_length_12711_cov_9.493510,12711,10
97,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_98_length_12447_cov_9.832013,12447,17
98,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_99_length_12434_cov_9.678644,12434,10
99,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_100_length_12369_cov_9.736821,12369,6
100,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_101_length_12240_cov_9.940229,12240,20
101,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_102_length_12072_cov_9.731722,12072,10
102,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_103_length_11768_cov_9.743136,11768,9
103,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_104_length_11507_cov_10.104987,11507,20
104,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_105_length_11507_cov_9.607349,11507,9
105,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_106_length_11391_cov_9.799187,11391,11
106,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_107_length_11341_cov_9.716087,11341,9
107,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_108_length_11302_cov_9.740757,11302,13
108,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_109_length_11144_cov_9.879010,11144,9
109,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_110_length_10921_cov_9.669034,10921,10
110,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_111_length_10727_cov_9.771362,10727,12
111,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_112_length_10641_cov_9.808974,10641,11
112,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_113_length_10629_cov_9.930819,10629,7
113,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_114_length_10476_cov_9.674199,10476,11
114,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_115_length_10402_cov_9.750799,10402,9
115,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_116_length_10363_cov_9.422808,10363,9
116,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_117_length_10269_cov_9.738619,10269,11
117,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_118_length_10213_cov_9.583958,10213,6
118,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_119_length_10150_cov_9.689864,10150,6
119,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_120_length_10136_cov_9.774630,10136,7
120,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_121_length_10013_cov_9.675322,10013,6
121,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_122_length_9967_cov_9.741153,9967,10
122,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_123_length_9805_cov_9.745683,9805,10
123,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_124_length_9741_cov_9.620654,9741,13
124,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_125_length_9726_cov_10.045082,9726,9
125,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_126_length_9707_cov_9.471236,9707,7
126,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_128_length_9654_cov_9.736556,9654,11
127,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_127_length_9654_cov_9.737183,9654,6
128,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_129_length_9601_cov_9.825598,9601,8
129,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_130_length_9565_cov_9.686130,9565,8
130,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_131_length_9429_cov_9.966959,9429,9
131,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_132_length_9303_cov_9.262085,9303,8
132,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_133_length_8940_cov_9.709353,8940,7
133,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_134_length_8790_cov_9.942959,8790,11
134,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_135_length_8692_cov_9.829716,8692,13
135,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_136_length_8665_cov_9.680484,8665,9
136,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_137_length_8625_cov_9.733739,8625,9
137,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_138_length_8612_cov_11.011248,8612,9
138,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_139_length_8588_cov_9.701445,8588,13
139,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_140_length_8131_cov_9.763099,8131,9
140,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_141_length_8104_cov_9.814501,8104,7
141,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_142_length_8009_cov_9.752395,8009,9
142,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_143_length_7991_cov_9.764721,7991,8
143,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_144_length_7802_cov_9.817087,7802,7
144,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_145_length_7755_cov_9.692238,7755,8
145,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_146_length_7689_cov_9.692985,7689,11
146,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_147_length_7588_cov_9.709226,7588,6
147,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_148_length_7556_cov_9.595267,7556,7
148,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_149_length_7554_cov_9.758861,7554,8
149,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_150_length_7455_cov_9.886284,7455,10
150,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_151_length_7371_cov_9.842336,7371,5
151,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_152_length_7249_cov_9.763246,7249,6
152,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_153_length_7179_cov_9.584483,7179,7
153,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_154_length_7031_cov_9.748921,7031,7
154,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_155_length_6981_cov_9.689311,6981,8
155,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_156_length_6888_cov_9.858464,6888,6
156,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_157_length_6869_cov_9.666225,6869,3
157,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_158_length_6705_cov_9.689197,6705,8
158,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_159_length_6670_cov_9.732747,6670,1
159,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_160_length_6461_cov_9.939850,6461,9
160,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_161_length_6319_cov_9.509612,6319,8
161,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_162_length_6297_cov_9.858360,6297,5
162,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_163_length_6235_cov_9.706723,6235,4
163,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_164_length_6203_cov_9.748776,6203,5
164,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_165_length_6189_cov_9.781086,6189,3
165,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_166_length_6188_cov_9.784651,6188,7
166,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_167_length_6182_cov_9.490745,6182,5
167,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_168_length_6159_cov_9.835252,6159,6
168,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_169_length_6044_cov_10.025809,6044,7
169,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_170_length_5961_cov_9.675051,5961,4
170,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_171_length_5921_cov_9.741102,5921,6
171,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_172_length_5903_cov_9.772915,5903,3
172,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_173_length_5898_cov_9.780450,5898,2
173,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_174_length_5883_cov_9.794351,5883,4
174,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_175_length_5724_cov_9.713122,5724,5
175,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_176_length_5465_cov_8.907572,5465,3
176,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_177_length_5442_cov_9.933085,5442,5
177,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_178_length_5282_cov_9.817483,5282,3
178,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_179_length_5079_cov_9.018393,5079,5
179,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_180_length_4984_cov_9.808437,4984,4
180,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_181_length_4926_cov_9.633739,4926,3
181,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_182_length_4865_cov_9.752297,4865,3
182,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_183_length_4854_cov_9.450492,4854,6
183,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_184_length_4696_cov_9.790864,4696,5
184,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_185_length_4632_cov_9.599341,4632,6
185,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_186_length_4520_cov_9.851452,4520,3
186,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_187_length_4519_cov_10.237281,4519,3
187,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_188_length_4400_cov_9.791811,4400,6
188,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_189_length_4305_cov_9.944418,4305,4
189,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_190_length_4075_cov_9.844672,4075,5
190,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_191_length_3929_cov_9.854361,3929,3
191,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_192_length_3856_cov_9.655200,3856,4
192,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_193_length_3674_cov_9.741173,3674,5
193,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_194_length_3664_cov_9.813493,3664,3
194,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_195_length_3654_cov_9.792004,3654,2
195,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_196_length_3621_cov_9.886287,3621,3
196,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_197_length_3586_cov_9.724423,3586,4
197,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_198_length_3582_cov_10.609130,3582,3
198,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_199_length_3431_cov_9.576029,3431,2
199,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_200_length_3391_cov_9.690706,3391,3
200,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_201_length_3376_cov_9.731434,3376,4
201,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_202_length_3298_cov_10.697920,3298,3
202,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_203_length_3289_cov_9.717621,3289,1
203,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_204_length_3276_cov_9.564864,3276,5
204,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_205_length_3270_cov_9.589728,3270,2
205,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_206_length_3229_cov_10.767449,3229,2
206,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_207_length_3155_cov_9.167966,3155,4
207,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_208_length_3120_cov_9.759777,3120,4
208,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_209_length_3027_cov_69.063051,3027,1
209,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_210_length_3009_cov_9.870055,3009,4
210,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_211_length_3008_cov_9.961447,3008,3
211,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_212_length_2911_cov_10.173959,2911,3
212,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_213_length_2746_cov_9.209442,2746,2
213,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_214_length_2743_cov_9.349212,2743,3
214,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_215_length_2679_cov_10.095696,2679,4
215,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_216_length_2638_cov_9.691527,2638,2
216,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_217_length_2623_cov_9.736842,2623,3
217,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_218_length_2607_cov_9.525296,2607,3
218,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_219_length_2513_cov_10.188013,2513,3
219,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_220_length_2394_cov_9.268882,2394,2
220,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_221_length_2356_cov_11.071961,2356,3
221,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_222_length_2347_cov_11.808370,2347,2
222,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_223_length_2276_cov_9.950432,2276,3
223,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_224_length_2264_cov_10.011888,2264,2
224,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_225_length_2258_cov_10.039431,2258,1
225,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_226_length_2093_cov_9.136409,2093,1
226,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_227_length_2078_cov_9.481759,2078,1
227,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_228_length_2026_cov_9.737301,2026,2
