,genome,contig,contig length,no. of annotations on contig
33,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_34_length_32955_cov_98.710638,32955,26
34,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_35_length_30843_cov_97.540568,30843,28
35,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_36_length_30682_cov_97.606001,30682,31
36,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_37_length_29545_cov_98.083452,29545,35
37,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_38_length_29012_cov_99.215043,29012,33
38,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_39_length_27699_cov_98.390862,27699,25
39,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_40_length_26662_cov_97.113278,26662,21
40,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_41_length_23937_cov_97.529018,23937,23
41,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_42_length_23277_cov_99.810223,23277,20
42,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_43_length_15441_cov_97.769401,15441,13
43,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_44_length_12794_cov_98.347751,12794,26
44,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_45_length_12349_cov_96.755328,12349,11
45,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_46_length_11972_cov_99.383905,11972,17
46,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_47_length_10438_cov_97.202350,10438,8
47,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_48_length_9225_cov_96.340894,9225,9
48,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_49_length_7733_cov_96.146783,7733,7
49,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_50_length_6555_cov_98.058154,6555,9
50,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_51_length_4628_cov_101.264597,4628,7
51,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_52_length_4223_cov_97.381238,4223,7
52,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_53_length_4156_cov_98.424774,4156,5
53,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_54_length_4113_cov_95.654017,4113,3
54,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_55_length_3173_cov_99.176074,3173,3
55,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_56_length_3027_cov_679.278937,3027,1
56,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_57_length_2826_cov_98.036810,2826,3
57,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_58_length_2303_cov_99.387456,2303,2
58,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_59_length_1750_cov_101.542773,1750,0
59,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_60_length_1560_cov_100.720266,1560,2
60,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_61_length_1537_cov_101.458165,1537,3
61,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_62_length_1442_cov_98.097332,1442,1
62,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_63_length_1345_cov_292.700775,1345,2
63,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_64_length_1333_cov_683.463224,1333,1
64,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_65_length_1303_cov_192.383013,1303,2
65,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_66_length_1255_cov_495.580833,1255,2
66,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_67_length_1232_cov_188.544605,1232,1
67,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_68_length_1127_cov_295.296642,1127,0
68,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_69_length_1095_cov_300.039423,1095,0
69,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_70_length_1031_cov_198.969262,1031,0
70,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_71_length_1004_cov_94.503688,1004,1
71,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_72_length_991_cov_199.940171,991,1
72,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_73_length_799_cov_446.834677,799,2
73,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_74_length_706_cov_674.259601,706,1
74,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_75_length_672_cov_208.649919,672,0
75,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_76_length_657_cov_281.121262,657,1
76,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_77_length_653_cov_658.814381,653,0
77,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_78_length_593_cov_95.328996,593,0
78,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_79_length_531_cov_203.506303,531,0
79,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_80_length_512_cov_190.387309,512,0
80,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_81_length_404_cov_380.785100,404,0
81,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_82_length_388_cov_185.852853,388,0
82,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_83_length_383_cov_95.378049,383,0
83,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_84_length_376_cov_99.716511,376,1
84,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_85_length_359_cov_1174.901316,359,0
85,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_86_length_352_cov_290.939394,352,2
86,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_87_length_345_cov_199.562069,345,0
87,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_88_length_344_cov_96.861592,344,1
88,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_89_length_332_cov_297.812274,332,1
89,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_90_length_323_cov_97.850746,323,0
90,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_91_length_315_cov_197.392308,315,0
91,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_92_length_313_cov_113.034884,313,0
92,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_93_length_308_cov_148.094862,308,0
93,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_94_length_305_cov_189.648000,305,0
94,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_95_length_305_cov_90.176000,305,0
95,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_96_length_290_cov_185.110638,290,0
96,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_97_length_273_cov_99.876147,273,0
97,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_98_length_272_cov_421.285714,272,0
98,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_99_length_266_cov_101.407583,266,0
99,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_100_length_253_cov_99.989899,253,0
100,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_101_length_245_cov_100.852632,245,0
101,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_102_length_245_cov_97.847368,245,0
102,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_105_length_232_cov_86.740113,232,1
103,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_103_length_232_cov_184.214689,232,0
104,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_104_length_232_cov_90.141243,232,0
105,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_106_length_223_cov_290.041667,223,0
106,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_107_length_204_cov_282.738255,204,0
107,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_108_length_193_cov_185.282609,193,0
108,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_109_length_181_cov_389.023810,181,0
109,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_110_length_176_cov_292.421488,176,0
110,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_111_length_170_cov_100.791304,170,0
111,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_112_length_162_cov_103.457944,162,0
112,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_113_length_162_cov_87.214953,162,0
113,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_114_length_161_cov_115.801887,161,0
114,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_115_length_155_cov_192.540000,155,0
115,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_116_length_149_cov_109.340426,149,0
116,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_117_length_146_cov_353.582418,146,0
117,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_118_length_137_cov_97.463415,137,0
118,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_119_length_135_cov_187.000000,135,0
119,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_120_length_135_cov_97.087500,135,0
120,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_121_length_128_cov_96.726027,128,0
121,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_122_length_120_cov_193.492308,120,0
122,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_123_length_117_cov_278.564516,117,0
123,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_124_length_113_cov_189.137931,113,0
124,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_125_length_111_cov_107.089286,111,0
125,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_126_length_111_cov_96.357143,111,0
126,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_127_length_111_cov_90.035714,111,0
127,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_128_length_110_cov_360.890909,110,0
128,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_129_length_110_cov_96.454545,110,0
129,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_130_length_109_cov_102.407407,109,0
130,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_131_length_109_cov_94.018519,109,0
131,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_132_length_108_cov_105.415094,108,0
132,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_133_length_107_cov_99.846154,107,0
133,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_134_length_106_cov_104.509804,106,0
134,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_135_length_102_cov_293.510638,102,0
135,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_136_length_98_cov_187.186047,98,0
136,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_137_length_96_cov_101.292683,96,0
137,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_138_length_87_cov_172.437500,87,0
138,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_139_length_86_cov_175.903226,86,0
139,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_140_length_79_cov_373.583333,79,1
140,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_141_length_79_cov_92.041667,79,0
141,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_142_length_75_cov_105.700000,75,0
142,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_143_length_75_cov_94.450000,75,0
143,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_144_length_66_cov_102.181818,66,0
144,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_145_length_64_cov_397.777778,64,0
145,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_146_length_64_cov_189.444444,64,0
146,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_147_length_63_cov_281.375000,63,0
147,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_148_length_63_cov_214.750000,63,0
148,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_149_length_63_cov_96.500000,63,0
149,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_150_length_61_cov_204.833333,61,0
150,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_151_length_60_cov_213.800000,60,0
151,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_62,NODE_152_length_56_cov_197.000000,56,0
152,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_1_length_322235_cov_98.002542,322235,313
153,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_2_length_303573_cov_98.244302,303573,279
154,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_3_length_284756_cov_99.121629,284756,265
155,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_4_length_255699_cov_97.614378,255699,253
156,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_5_length_222990_cov_100.011497,222990,202
157,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_6_length_204600_cov_98.264357,204600,188
158,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_7_length_199867_cov_97.487789,199867,173
159,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_8_length_175406_cov_98.798684,175406,164
160,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_9_length_170387_cov_97.556619,170387,179
161,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_10_length_169657_cov_97.793906,169657,158
162,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_11_length_128918_cov_97.345212,128918,119
163,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_12_length_126977_cov_97.454051,126977,122
164,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_13_length_123882_cov_97.562656,123882,107
165,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_14_length_122233_cov_98.509306,122233,110
166,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_15_length_115485_cov_97.268154,115485,101
167,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_16_length_109510_cov_97.711297,109510,98
168,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_17_length_92298_cov_97.459460,92298,88
169,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_18_length_89360_cov_98.025866,89360,73
170,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_19_length_84581_cov_97.201820,84581,83
171,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_20_length_84279_cov_98.429735,84279,90
172,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_21_length_77249_cov_97.103648,77249,73
173,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_22_length_67183_cov_96.809185,67183,55
174,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_23_length_60867_cov_97.324821,60867,49
175,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_24_length_60733_cov_98.232127,60733,54
176,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_25_length_56853_cov_97.707437,56853,50
177,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_26_length_55313_cov_97.841380,55313,52
178,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_27_length_53739_cov_97.935400,53739,57
179,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_28_length_43809_cov_96.966883,43809,37
180,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_29_length_40572_cov_98.265765,40572,40
181,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_30_length_40325_cov_97.709138,40325,58
182,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_31_length_40160_cov_98.420496,40160,41
183,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_32_length_35183_cov_96.648002,35183,37
184,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_33_length_34929_cov_97.628147,34929,31
185,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_34_length_32955_cov_99.022249,32955,26
186,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_35_length_30843_cov_97.398954,30843,28
187,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_36_length_30682_cov_98.125412,30682,31
188,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_37_length_29475_cov_99.308973,29475,35
189,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_38_length_29012_cov_99.276099,29012,34
190,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_39_length_27700_cov_98.361114,27700,25
191,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_40_length_26662_cov_96.848461,26662,21
192,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_41_length_23937_cov_97.786827,23937,23
193,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_42_length_23610_cov_98.039227,23610,21
194,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_43_length_15440_cov_95.880533,15440,13
195,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_44_length_12794_cov_98.286208,12794,26
196,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_45_length_12349_cov_97.584675,12349,11
197,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_46_length_11972_cov_97.846270,11972,17
198,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_47_length_10618_cov_100.212345,10618,9
199,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_48_length_9225_cov_97.946892,9225,9
200,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_49_length_7733_cov_97.723235,7733,7
201,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_50_length_6555_cov_97.867077,6555,9
202,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_51_length_4628_cov_101.582550,4628,7
203,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_52_length_4223_cov_95.613724,4223,7
204,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_53_length_4174_cov_96.350571,4174,5
205,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_54_length_4113_cov_98.613849,4113,3
206,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_55_length_3173_cov_97.221616,3173,3
207,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_56_length_3027_cov_677.920256,3027,1
208,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_57_length_2826_cov_99.020931,2826,3
209,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_58_length_2303_cov_97.540925,2303,2
210,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_59_length_2167_cov_152.069129,2167,2
211,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_60_length_1696_cov_95.095064,1696,0
212,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_61_length_1513_cov_99.920439,1513,3
213,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_62_length_1442_cov_95.297044,1442,1
214,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_63_length_1345_cov_298.731783,1345,2
215,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_64_length_1333_cov_684.593897,1333,1
216,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_65_length_1303_cov_196.514423,1303,2
217,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_66_length_1255_cov_483.908333,1255,2
218,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_67_length_1133_cov_193.166976,1133,1
219,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_68_length_1127_cov_294.910448,1127,0
220,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_69_length_1095_cov_288.403846,1095,0
221,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_70_length_1031_cov_199.509221,1031,0
222,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_71_length_1028_cov_94.839671,1028,1
223,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_72_length_991_cov_195.634615,991,1
224,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_73_length_799_cov_446.354839,799,2
225,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_74_length_706_cov_682.010753,706,1
226,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_75_length_672_cov_256.672609,672,0
227,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_76_length_657_cov_293.807309,657,1
228,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_77_length_593_cov_96.371747,593,0
229,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_78_length_531_cov_206.649160,531,0
230,pan_sim_gr_1e-12_lr_1e-12_mu_1e-14_iso_53,NODE_79_length_512_cov_198.404814,512,0
