,genome,contig,contig length,no. of annotations on contig
39,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_40_length_24584_cov_9.487412,24584,22
40,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_41_length_23268_cov_9.627097,23268,24
41,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_42_length_21741_cov_9.903711,21741,19
42,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_43_length_19460_cov_9.944178,19460,11
43,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_44_length_12342_cov_9.897513,12342,9
44,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_45_length_11507_cov_9.636483,11507,20
45,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_46_length_11058_cov_9.533376,11058,8
46,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_47_length_9862_cov_10.123250,9862,7
47,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_48_length_7687_cov_10.370171,7687,11
48,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_49_length_7203_cov_10.284592,7203,5
49,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_50_length_6981_cov_9.131518,6981,7
50,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_51_length_6461_cov_9.909305,6461,9
51,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_52_length_5540_cov_8.641223,5540,5
52,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_53_length_5167_cov_8.821022,5167,7
53,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_54_length_4854_cov_9.671761,4854,6
54,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_55_length_3120_cov_9.370687,3120,4
55,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_56_length_2936_cov_69.838755,2936,1
56,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_57_length_2514_cov_10.186705,2514,1
57,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_58_length_2356_cov_11.612111,2356,3
58,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_59_length_2347_cov_9.469604,2347,2
59,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_60_length_1958_cov_9.218501,1958,3
60,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_61_length_1897_cov_8.847253,1897,1
61,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_62_length_1794_cov_10.935352,1794,0
62,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_63_length_1638_cov_20.121717,1638,1
63,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_64_length_1418_cov_10.361670,1418,1
64,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_65_length_1378_cov_10.851653,1378,1
65,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_66_length_1333_cov_72.496815,1333,1
66,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_67_length_1253_cov_53.007653,1253,2
67,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_68_length_1193_cov_20.327957,1193,1
68,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_69_length_1117_cov_32.093269,1117,0
69,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_70_length_1085_cov_12.144841,1085,2
70,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_71_length_1032_cov_74.441885,1032,1
71,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_72_length_970_cov_10.772676,970,0
72,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_73_length_848_cov_20.015564,848,0
73,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_74_length_773_cov_18.606322,773,1
74,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_75_length_734_cov_31.896499,734,0
75,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_76_length_706_cov_67.176471,706,1
76,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_77_length_701_cov_10.366987,701,0
77,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_78_length_682_cov_22.788430,682,0
78,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_79_length_676_cov_21.078464,676,0
79,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_80_length_676_cov_9.577629,676,0
80,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_81_length_600_cov_32.284895,600,1
81,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_82_length_531_cov_16.323789,531,0
82,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_83_length_516_cov_16.717540,516,1
83,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_84_length_486_cov_21.185819,486,0
84,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_85_length_417_cov_10.361765,417,0
85,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_86_length_417_cov_7.726471,417,0
86,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_87_length_408_cov_34.755287,408,1
87,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_88_length_388_cov_8.771704,388,1
88,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_89_length_352_cov_28.778182,352,2
89,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_90_length_317_cov_24.595833,317,0
90,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_91_length_317_cov_11.120833,317,0
91,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_92_length_303_cov_31.097345,303,0
92,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_93_length_288_cov_8.905213,288,1
93,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_94_length_284_cov_8.405797,284,2
94,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_95_length_276_cov_8.698492,276,2
95,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_96_length_267_cov_18.005263,267,1
96,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_97_length_260_cov_19.202186,260,0
97,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_98_length_259_cov_42.670330,259,0
98,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_99_length_236_cov_25.679245,236,0
99,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_100_length_234_cov_9.426752,234,0
100,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_101_length_219_cov_20.760563,219,1
101,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_102_length_218_cov_8.425532,218,0
102,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_103_length_208_cov_7.198473,208,0
103,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_104_length_206_cov_11.395349,206,0
104,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_105_length_203_cov_19.317460,203,0
105,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_107_length_199_cov_12.352459,199,1
106,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_106_length_199_cov_36.516393,199,0
107,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_108_length_192_cov_8.113043,192,2
108,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_109_length_186_cov_57.816514,186,0
109,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_110_length_175_cov_23.081633,175,1
110,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_111_length_172_cov_13.894737,172,0
111,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_112_length_170_cov_28.946237,170,0
112,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_113_length_169_cov_6.913043,169,0
113,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_114_length_168_cov_7.439560,168,0
114,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_115_length_155_cov_37.269231,155,0
115,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_116_length_155_cov_21.653846,155,0
116,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_117_length_155_cov_17.269231,155,0
117,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_118_length_154_cov_13.649351,154,0
118,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_119_length_153_cov_39.289474,153,0
119,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_120_length_153_cov_30.539474,153,0
120,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_121_length_153_cov_14.789474,153,0
121,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_122_length_151_cov_12.986486,151,0
122,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_123_length_146_cov_26.318841,146,1
123,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_124_length_141_cov_7.937500,141,0
124,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_125_length_132_cov_8.709091,132,0
125,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_126_length_119_cov_8.738095,119,0
126,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_127_length_117_cov_73.500000,117,0
127,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_128_length_105_cov_16.071429,105,0
128,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_129_length_105_cov_5.428571,105,0
129,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_130_length_90_cov_26.923077,90,0
130,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_131_length_86_cov_37.333333,86,1
131,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_132_length_83_cov_32.000000,83,0
132,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_133_length_79_cov_24.500000,79,0
133,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_134_length_78_cov_11.000000,78,1
134,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_51,NODE_135_length_78_cov_9.000000,78,0
135,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_1_length_231435_cov_9.893511,231435,198
136,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_2_length_211449_cov_9.746972,211449,201
137,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_3_length_180606_cov_9.728520,180606,161
138,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_4_length_159091_cov_9.786962,159091,159
139,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_5_length_152451_cov_9.756796,152451,144
140,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_6_length_149427_cov_9.632849,149427,136
141,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_7_length_145138_cov_9.619477,145138,125
142,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_8_length_138958_cov_9.819464,138958,130
143,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_9_length_120159_cov_9.699256,120159,113
144,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_10_length_119759_cov_9.742635,119759,123
145,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_11_length_110305_cov_9.763499,110305,94
146,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_12_length_101965_cov_9.881664,101965,89
147,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_13_length_100993_cov_9.674432,100993,85
148,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_14_length_100420_cov_9.734022,100420,91
149,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_15_length_85653_cov_9.870209,85653,70
150,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_16_length_83934_cov_9.752996,83934,75
151,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_17_length_83191_cov_9.564646,83191,66
152,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_18_length_76497_cov_10.078854,76497,61
153,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_19_length_71750_cov_9.937103,71750,73
154,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_20_length_71700_cov_9.688312,71700,68
155,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_21_length_67511_cov_9.738337,67511,66
156,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_22_length_66598_cov_9.811383,66598,61
157,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_23_length_62868_cov_10.011164,62868,56
158,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_24_length_54368_cov_9.442633,54368,47
159,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_25_length_52316_cov_9.632191,52316,43
160,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_26_length_42525_cov_9.503133,42525,38
161,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_27_length_42043_cov_10.084926,42043,37
162,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_28_length_41380_cov_9.544125,41380,40
163,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_29_length_40477_cov_10.086411,40477,33
164,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_30_length_36190_cov_9.841082,36190,40
165,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_31_length_34471_cov_9.879310,34471,33
166,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_32_length_31295_cov_9.899833,31295,31
167,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_33_length_31232_cov_9.682074,31232,25
168,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_34_length_29848_cov_9.701387,29848,32
169,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_35_length_29167_cov_9.728910,29167,24
170,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_36_length_27960_cov_9.874475,27960,29
171,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_37_length_25525_cov_9.711372,25525,31
172,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_38_length_25009_cov_9.714183,25009,24
173,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_39_length_24584_cov_9.752683,24584,22
174,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_40_length_24043_cov_10.053701,24043,22
175,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_41_length_23574_cov_9.932715,23574,22
176,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_42_length_21784_cov_10.384484,21784,16
177,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_43_length_21743_cov_9.432475,21743,19
178,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_44_length_17138_cov_9.388664,17138,17
179,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_45_length_14259_cov_9.583416,14259,10
180,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_46_length_11794_cov_9.667492,11794,21
181,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_47_length_10667_cov_10.648253,10667,7
182,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_48_length_10452_cov_9.532627,10452,8
183,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_49_length_10041_cov_10.013248,10041,1
184,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_50_length_9945_cov_9.337353,9945,7
185,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_51_length_9631_cov_10.154281,9631,6
186,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_52_length_8791_cov_9.854372,8791,12
187,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_53_length_6980_cov_10.390845,6980,7
188,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_54_length_6461_cov_8.569549,6461,9
189,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_55_length_5540_cov_9.700165,5540,5
190,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_56_length_5532_cov_9.459578,5532,5
191,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_57_length_4854_cov_10.193427,4854,6
192,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_58_length_3120_cov_9.708183,3120,4
193,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_59_length_2936_cov_65.643232,2936,1
194,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_60_length_2803_cov_10.241746,2803,3
195,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_61_length_2347_cov_9.838326,2347,2
196,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_62_length_1897_cov_10.179670,1897,1
197,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_63_length_1794_cov_9.994758,1794,0
198,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_64_length_1333_cov_64.550955,1333,1
199,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_65_length_1253_cov_46.688776,1253,2
200,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_66_length_1193_cov_16.239247,1193,1
201,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_67_length_1048_cov_9.794027,1048,1
202,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_68_length_1032_cov_73.145550,1032,1
203,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_69_length_970_cov_9.595745,970,0
204,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_70_length_933_cov_23.498832,933,1
205,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_71_length_773_cov_21.076149,773,1
206,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_72_length_734_cov_21.992390,734,0
207,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_73_length_706_cov_64.206677,706,1
208,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_74_length_676_cov_16.485810,676,0
209,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_75_length_676_cov_11.318865,676,0
210,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_76_length_671_cov_9.220539,671,0
211,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_77_length_600_cov_30.028681,600,1
212,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_78_length_593_cov_14.288760,593,3
213,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_79_length_531_cov_18.059471,531,0
214,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_80_length_525_cov_25.973214,525,1
215,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_81_length_486_cov_9.298289,486,0
216,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_82_length_417_cov_7.673529,417,0
217,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_83_length_417_cov_7.120588,417,0
218,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_84_length_408_cov_24.537764,408,1
219,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_85_length_404_cov_34.837920,404,0
220,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_86_length_398_cov_12.068536,398,1
221,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_87_length_388_cov_10.742765,388,1
222,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_88_length_352_cov_34.327273,352,2
223,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_89_length_317_cov_22.975000,317,0
224,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_90_length_317_cov_11.962500,317,0
225,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_91_length_307_cov_8.065217,307,0
226,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_92_length_287_cov_6.495238,287,0
227,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_93_length_285_cov_19.125000,285,0
228,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_94_length_284_cov_10.676329,284,2
229,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_95_length_278_cov_11.134328,278,0
230,pan_sim_gr_1e-11_lr_1e-12_mu_1e-15_iso_22,NODE_96_length_276_cov_11.180905,276,2
